,Unnamed: 0,Entry ID,Jurisdiction,health_region,Date announced,Date implemented,Intervention category,Intervention type,Intervention summary,"Primary source
(news release or specific resource)",Secondary source,Level,"Indigenous 
population group",Industry,suggested_industry,suggested_hr
52,52,BC201,B.C.,Vancouver Coastal,2020-09-08 00:00:00,2020-09-08 00:00:00,Openings,Openings - non-essential services,"Who: Ministry of Health
What: Announced that all liquor sales in all bars, pubs and restaurants must stop by 10 p.m. 
Effective until: ",https://news.gov.bc.ca/releases/2020HLTH0049-001688,Not applicable,Provincial/territorial,No,Nightlife,"Restaurants & eating places, Food & beverage stores, Nightlife",None
53,53,BC203,B.C.,Interior,2020-09-10 00:00:00,2020-09-10 00:00:00,Openings,Openings - education,"Who: Ministry of Health
What: Opened public schools for the first day of in-person learning; student orientation held between September 10 and 11
Effective until: ",https://news.gov.bc.ca/releases/2020HLTH0051-001706,https://www2.gov.bc.ca/gov/content/education-training/k-12/covid-19-return-to-school#orientation-week,Provincial/territorial,No,,None,None
54,54,BC203,B.C.,Island,2020-09-10 00:00:00,2020-09-10 00:00:00,Openings,Openings - education,"Who: Ministry of Health
What: Opened public schools for the first day of in-person learning; student orientation held between September 10 and 11
Effective until: ",https://news.gov.bc.ca/releases/2020HLTH0051-001706,https://www2.gov.bc.ca/gov/content/education-training/k-12/covid-19-return-to-school#orientation-week,Provincial/territorial,No,,None,None
55,55,BC203,B.C.,Fraser,2020-09-10 00:00:00,2020-09-10 00:00:00,Openings,Openings - education,"Who: Ministry of Health
What: Opened public schools for the first day of in-person learning; student orientation held between September 10 and 11
Effective until: ",https://news.gov.bc.ca/releases/2020HLTH0051-001706,https://www2.gov.bc.ca/gov/content/education-training/k-12/covid-19-return-to-school#orientation-week,Provincial/territorial,No,,None,None
56,56,BC203,B.C.,Vancouver Coastal,2020-09-10 00:00:00,2020-09-10 00:00:00,Openings,Openings - education,"Who: Ministry of Health
What: Opened public schools for the first day of in-person learning; student orientation held between September 10 and 11
Effective until: ",https://news.gov.bc.ca/releases/2020HLTH0051-001706,https://www2.gov.bc.ca/gov/content/education-training/k-12/covid-19-return-to-school#orientation-week,Provincial/territorial,No,,None,None
57,57,BC207,B.C.,Interior,2020-09-20 00:00:00,2020-09-20 00:00:00,Restrictions,Restrictions - non-essential services,"Who: Government of British Columbia
What: Announced that operators and organizers contravening the provincial health officer’s order to close banquet halls and nightclubs and to limit liquor sales to specific times and situations can be fined $2,000 and that patrons can be fined $200
Effective until: ",https://news.gov.bc.ca/releases/2020PSSG0053-001836,https://www2.gov.bc.ca/assets/gov/health/about-bc-s-health-care-system/office-of-the-provincial-health-officer/covid-19/covid-19-pho-order-nightclubs-food-drink.pdf,Provincial/territorial,No,,"Nightlife, Food & beverage stores",None
58,58,BC207,B.C.,Island,2020-09-20 00:00:00,2020-09-20 00:00:00,Restrictions,Restrictions - non-essential services,"Who: Government of British Columbia
What: Announced that operators and organizers contravening the provincial health officer’s order to close banquet halls and nightclubs and to limit liquor sales to specific times and situations can be fined $2,000 and that patrons can be fined $200
Effective until: ",https://news.gov.bc.ca/releases/2020PSSG0053-001836,https://www2.gov.bc.ca/assets/gov/health/about-bc-s-health-care-system/office-of-the-provincial-health-officer/covid-19/covid-19-pho-order-nightclubs-food-drink.pdf,Provincial/territorial,No,,"Nightlife, Food & beverage stores",None
59,59,BC207,B.C.,Fraser,2020-09-20 00:00:00,2020-09-20 00:00:00,Restrictions,Restrictions - non-essential services,"Who: Government of British Columbia
What: Announced that operators and organizers contravening the provincial health officer’s order to close banquet halls and nightclubs and to limit liquor sales to specific times and situations can be fined $2,000 and that patrons can be fined $200
Effective until: ",https://news.gov.bc.ca/releases/2020PSSG0053-001836,https://www2.gov.bc.ca/assets/gov/health/about-bc-s-health-care-system/office-of-the-provincial-health-officer/covid-19/covid-19-pho-order-nightclubs-food-drink.pdf,Provincial/territorial,No,,"Nightlife, Food & beverage stores",None
60,60,BC207,B.C.,Vancouver Coastal,2020-09-20 00:00:00,2020-09-20 00:00:00,Restrictions,Restrictions - non-essential services,"Who: Government of British Columbia
What: Announced that operators and organizers contravening the provincial health officer’s order to close banquet halls and nightclubs and to limit liquor sales to specific times and situations can be fined $2,000 and that patrons can be fined $200
Effective until: ",https://news.gov.bc.ca/releases/2020PSSG0053-001836,https://www2.gov.bc.ca/assets/gov/health/about-bc-s-health-care-system/office-of-the-provincial-health-officer/covid-19/covid-19-pho-order-nightclubs-food-drink.pdf,Provincial/territorial,No,,"Nightlife, Food & beverage stores",None
61,61,BC208,B.C.,Interior,,2020-11-19 00:00:00,Restrictions,Restrictions - non-essential services,"What: retail businesses are required to establish capacity limits based on 5 square metres of unencumbered space per person
Post occupancy limits.The service and sale of alcohol is prohibited after 8 pm. This order applies to any establishment that sells or serves alcohol including, bars, restaurants, pubs, liquor stores or grocery stores.",https://www2.gov.bc.ca/gov/content/safety/emergency-preparedness-response-recovery/covid-19-provincial-support/restrictions,Not applicable,Provincial/territorial,No,Restaurants & eating places; General merchandise stores; Nightlife,"Clothing stores, General merchandise stores, Nightlife, Restaurants & eating places, Food & beverage stores",None
62,62,BC208,B.C.,Interior,,2020-11-19 00:00:00,Closures,Closures - non-essential services,"What: In-person events and community-based gathering. Businesses, recreation centres or other organizations that organize or operate high intensity group exercise must suspend the following activities: Hot yoga, Spin classes, Aerobics, Bootcamp, High intensity aspects of circuit training, High intensity interval training (HIIT).Indoor and outdoor team sports for people 22 years of age and older are suspended. Under the order, no spectators are allowed at any sport activities. ",https://www2.gov.bc.ca/gov/content/safety/emergency-preparedness-response-recovery/covid-19-provincial-support/restrictions,Not applicable,Provincial/territorial,No,Fitness,"Activities, Fitness",None
63,63,BC208,B.C.,Island,,2020-11-19 00:00:00,Restrictions,Restrictions - non-essential services,"What: retail businesses are required to establish capacity limits based on 5 square metres of unencumbered space per person
Post occupancy limits.The service and sale of alcohol is prohibited after 8 pm. This order applies to any establishment that sells or serves alcohol including, bars, restaurants, pubs, liquor stores or grocery stores.",https://www2.gov.bc.ca/gov/content/safety/emergency-preparedness-response-recovery/covid-19-provincial-support/restrictions,Not applicable,Provincial/territorial,No,Restaurants & eating places; General merchandise stores; Nightlife,"Clothing stores, General merchandise stores, Nightlife, Restaurants & eating places, Food & beverage stores",None
64,64,BC208,B.C.,Island,,2020-11-19 00:00:00,Closures,Closures - non-essential services,"What: In-person events and community-based gathering. Businesses, recreation centres or other organizations that organize or operate high intensity group exercise must suspend the following activities: Hot yoga, Spin classes, Aerobics, Bootcamp, High intensity aspects of circuit training, High intensity interval training (HIIT).Indoor and outdoor team sports for people 22 years of age and older are suspended. Under the order, no spectators are allowed at any sport activities. ",https://www2.gov.bc.ca/gov/content/safety/emergency-preparedness-response-recovery/covid-19-provincial-support/restrictions,Not applicable,Provincial/territorial,No,Fitness,"Activities, Fitness",None
65,65,BC208,B.C.,Fraser,,2020-11-19 00:00:00,Restrictions,Restrictions - non-essential services,"What: retail businesses are required to establish capacity limits based on 5 square metres of unencumbered space per person
Post occupancy limits.The service and sale of alcohol is prohibited after 8 pm. This order applies to any establishment that sells or serves alcohol including, bars, restaurants, pubs, liquor stores or grocery stores.",https://www2.gov.bc.ca/gov/content/safety/emergency-preparedness-response-recovery/covid-19-provincial-support/restrictions,Not applicable,Provincial/territorial,No,Restaurants & eating places; General merchandise stores; Nightlife,"Clothing stores, General merchandise stores, Nightlife, Restaurants & eating places, Food & beverage stores",None
66,66,BC208,B.C.,Fraser,,2020-11-19 00:00:00,Closures,Closures - non-essential services,"What: In-person events and community-based gathering. Businesses, recreation centres or other organizations that organize or operate high intensity group exercise must suspend the following activities: Hot yoga, Spin classes, Aerobics, Bootcamp, High intensity aspects of circuit training, High intensity interval training (HIIT).Indoor and outdoor team sports for people 22 years of age and older are suspended. Under the order, no spectators are allowed at any sport activities. ",https://www2.gov.bc.ca/gov/content/safety/emergency-preparedness-response-recovery/covid-19-provincial-support/restrictions,Not applicable,Provincial/territorial,No,Fitness,"Activities, Fitness",None
67,67,BC208,B.C.,Vancouver Coastal,,2020-11-19 00:00:00,Restrictions,Restrictions - non-essential services,"What: retail businesses are required to establish capacity limits based on 5 square metres of unencumbered space per person
Post occupancy limits.The service and sale of alcohol is prohibited after 8 pm. This order applies to any establishment that sells or serves alcohol including, bars, restaurants, pubs, liquor stores or grocery stores.",https://www2.gov.bc.ca/gov/content/safety/emergency-preparedness-response-recovery/covid-19-provincial-support/restrictions,Not applicable,Provincial/territorial,No,Restaurants & eating places; General merchandise stores; Nightlife,"Clothing stores, General merchandise stores, Nightlife, Restaurants & eating places, Food & beverage stores",None
68,68,BC208,B.C.,Vancouver Coastal,,2020-11-19 00:00:00,Closures,Closures - non-essential services,"What: In-person events and community-based gathering. Businesses, recreation centres or other organizations that organize or operate high intensity group exercise must suspend the following activities: Hot yoga, Spin classes, Aerobics, Bootcamp, High intensity aspects of circuit training, High intensity interval training (HIIT).Indoor and outdoor team sports for people 22 years of age and older are suspended. Under the order, no spectators are allowed at any sport activities. ",https://www2.gov.bc.ca/gov/content/safety/emergency-preparedness-response-recovery/covid-19-provincial-support/restrictions,Not applicable,Provincial/territorial,No,Fitness,"Activities, Fitness",None
69,69,MB079,Man.,Winnipeg,,2020-11-20 00:00:00,Openings,Code Red: Critical,"What: Essential retail businesses, shopping centres and malls. Food courts remain closed. All other businesses in Schedule A may open. Child care and education. Indoor recreational activites and some outdoor remain prohibited.",https://www.gov.mb.ca/covid19/restartmb/prs/orders/essential-business.html,https://www.gov.mb.ca/asset_library/en/proactive/2020_2021/orders-soe-11222020.pdf,Provincial/territorial,No,Home ,Clothing stores,None
70,70,MB153,Man.,Winnipeg,2020-07-23 00:00:00,2020-07-25 00:00:00,Openings,Openings - non-essential services and recreation,"Who: Government of Manitoba
What: Maintained current site capacity at 30% for faith-based services, including powwows and other cultural and spiritual events, but eliminated the need for subgroups (cohorts); for faith-based services, site capacity will be a maximum of 30% or 500 people, whichever is lower. Permitted stage performances and opening movie theatres to a maximum capacity of 30% of the site, up to a maximum of 500 people. Permitted retail businesses and indoor recreation sites to use non-permeable barriers when distances of 2 metres cannot be maintained. Permitted casinos to open at a maximum of 30% of the site’s capacity.
Effective until: ",https://news.gov.mb.ca/news/index.html?item=48699&posted=2020-07-23,http://www.manitoba.ca/covid19/restoring/phase-four.html,Provincial/territorial,Yes,Activities; Nightlife,"Activities, Clothing stores, Nightlife",None
